Year,Era,NOC,Country_Name,Is_Host,Athlete_Count,Sports_Participated_Count,Events_Participated_Count,Global_Total_Events,Gold,Total_Medals,Gold_Share,Medal_Share
1912,Early,ITA,Italy,0,66,8,36,236.0,3.0,6.0,0.029411764705882353,0.019230769230769232
1912,Early,RSA,South Africa,0,21,6,21,236.0,4.0,6.0,0.0392156862745098,0.019230769230769232
1912,Early,RUS,Russia,0,159,15,62,236.0,0.0,5.0,0.0,0.016025641025641024
1912,Early,AUT,Austria,0,85,12,46,236.0,0.0,4.0,0.0,0.01282051282051282
1912,Early,NED,Netherlands,0,33,7,14,236.0,0.0,3.0,0.0,0.009615384615384616
1912,Early,GRE,Greece,0,22,5,25,236.0,1.0,2.0,0.00980392156862745,0.00641025641025641
1912,Early,BOH,Bohemia,0,43,8,26,236.0,0.0,0.0,0.0,0.0
1912,Early,CHI,Chile,0,14,4,16,236.0,0.0,0.0,0.0,0.0
1912,Early,ISL,Iceland,0,2,2,2,236.0,0.0,0.0,0.0,0.0
1912,Early,JPN,Japan,0,2,1,4,236.0,0.0,0.0,0.0,0.0
1912,Early,LUX,Luxembourg,0,21,2,6,236.0,0.0,0.0,0.0,0.0
1912,Early,POL,Poland,0,1,1,1,236.0,0.0,0.0,0.0,0.0
1912,Early,POR,Portugal,0,6,3,8,236.0,0.0,0.0,0.0,0.0
1912,Early,SRB,Serbia,0,2,1,2,236.0,0.0,0.0,0.0,0.0
1912,Early,SUI,Switzerland,0,7,2,3,236.0,0.0,0.0,0.0,0.0
1912,Early,TUR,Turkey,0,2,1,7,236.0,0.0,0.0,0.0,0.0
1912,Early,UNK,Unknown,0,2,1,1,236.0,0.0,0.0,0.0,0.0
1920,Early,USA,United States,0,285,18,113,363.0,41.0,95.0,0.2645161290322581,0.21689497716894976
1920,Early,SWE,Sweden,0,256,18,100,363.0,19.0,64.0,0.12258064516129032,0.1461187214611872
1920,Early,GBR,Great Britain,0,234,21,84,363.0,14.0,42.0,0.09032258064516129,0.0958904109589041
1920,Early,FRA,France,0,304,23,113,363.0,9.0,41.0,0.05806451612903226,0.09360730593607305
1920,Early,BEL,Belgium,1,336,23,121,363.0,14.0,36.0,0.09032258064516129,0.0821917808219178
1920,Early,FIN,Finland,0,63,9,51,363.0,15.0,34.0,0.0967741935483871,0.0776255707762557
1920,Early,NOR,Norway,0,193,16,72,363.0,13.0,31.0,0.08387096774193549,0.07077625570776255
1920,Early,ITA,Italy,0,173,18,79,363.0,13.0,23.0,0.08387096774193549,0.05251141552511415
1920,Early,DEN,Denmark,0,151,14,66,363.0,3.0,13.0,0.01935483870967742,0.02968036529680365
1920,Early,NED,Netherlands,0,130,15,58,363.0,4.0,11.0,0.025806451612903226,0.02511415525114155
1920,Early,SUI,Switzerland,0,77,13,45,363.0,2.0,11.0,0.012903225806451613,0.02511415525114155
1920,Early,RSA,South Africa,0,39,7,34,363.0,3.0,10.0,0.01935483870967742,0.0228310502283105
1920,Early,CAN,Canada,0,52,9,39,363.0,3.0,9.0,0.01935483870967742,0.02054794520547945
1920,Early,AUS,Australia,0,13,5,19,363.0,0.0,3.0,0.0,0.00684931506849315
1920,Early,BRA,Brazil,0,19,5,10,363.0,1.0,3.0,0.0064516129032258064,0.00684931506849315
1920,Early,EST,Estonia,0,14,3,19,363.0,1.0,3.0,0.0064516129032258064,0.00684931506849315
1920,Early,ESP,Spain,0,58,7,29,363.0,0.0,2.0,0.0,0.0045662100456621
1920,Early,JPN,Japan,0,15,4,15,363.0,0.0,2.0,0.0,0.0045662100456621
1920,Early,TCH,Czechoslovakia,0,119,13,53,363.0,0.0,2.0,0.0,0.0045662100456621
1920,Early,GRE,Greece,0,47,8,34,363.0,0.0,1.0,0.0,0.00228310502283105
1920,Early,LUX,Luxembourg,0,25,6,18,363.0,0.0,1.0,0.0,0.00228310502283105
1920,Early,NZL,New Zealand,0,4,3,6,363.0,0.0,1.0,0.0,0.00228310502283105
1920,Early,ARG,Argentina,0,1,1,1,363.0,0.0,0.0,0.0,0.0
1920,Early,CHI,Chile,0,2,1,2,363.0,0.0,0.0,0.0,0.0
1920,Early,EGY,Egypt,0,18,6,11,363.0,0.0,0.0,0.0,0.0
1920,Early,IND,India,0,5,2,6,363.0,0.0,0.0,0.0,0.0
1920,Early,MON,Monaco,0,4,2,6,363.0,0.0,0.0,0.0,0.0
1920,Early,POR,Portugal,0,13,2,7,363.0,0.0,0.0,0.0,0.0
1920,Early,YUG,Yugoslavia,0,15,1,1,363.0,0.0,0.0,0.0,0.0
1924,Early,USA,United States,0,297,18,108,292.0,45.0,99.0,0.35714285714285715,0.2619047619047619
1924,Early,FRA,France,1,401,20,128,292.0,13.0,38.0,0.10317460317460317,0.10052910052910052
1924,Early,FIN,Finland,0,121,12,69,292.0,14.0,37.0,0.1111111111111111,0.09788359788359788
1924,Early,GBR,Great Britain,0,267,18,115,292.0,9.0,34.0,0.07142857142857142,0.08994708994708994
1924,Early,SWE,Sweden,0,157,15,84,292.0,4.0,29.0,0.031746031746031744,0.07671957671957672
1924,Early,SUI,Switzerland,0,141,17,74,292.0,7.0,25.0,0.05555555555555555,0.06613756613756613
1924,Early,ITA,Italy,0,199,18,93,292.0,8.0,16.0,0.06349206349206349,0.042328042328042326
1924,Early,BEL,Belgium,0,172,17,82,292.0,3.0,13.0,0.023809523809523808,0.03439153439153439
1924,Early,NED,Netherlands,0,177,17,81,292.0,4.0,10.0,0.031746031746031744,0.026455026455026454
1924,Early,NOR,Norway,0,62,10,43,292.0,5.0,10.0,0.03968253968253968,0.026455026455026454
1924,Early,TCH,Czechoslovakia,0,133,16,75,292.0,1.0,10.0,0.007936507936507936,0.026455026455026454
1924,Early,DEN,Denmark,0,89,13,60,292.0,2.0,9.0,0.015873015873015872,0.023809523809523808
1924,Early,HUN,Hungary,0,89,12,54,292.0,2.0,9.0,0.015873015873015872,0.023809523809523808
1924,Early,ARG,Argentina,0,77,11,39,292.0,1.0,6.0,0.007936507936507936,0.015873015873015872
1924,Early,AUS,Australia,0,36,9,31,292.0,3.0,6.0,0.023809523809523808,0.015873015873015872
1924,Early,EST,Estonia,0,37,5,26,292.0,1.0,6.0,0.007936507936507936,0.015873015873015872
1924,Early,AUT,Austria,0,49,8,27,292.0,0.0,4.0,0.0,0.010582010582010581
1924,Early,CAN,Canada,0,65,8,39,292.0,0.0,4.0,0.0,0.010582010582010581
1924,Early,RSA,South Africa,0,30,7,25,292.0,1.0,3.0,0.007936507936507936,0.007936507936507936
1924,Early,POL,Poland,0,65,10,38,292.0,0.0,2.0,0.0,0.005291005291005291
1924,Early,YUG,Yugoslavia,0,42,9,27,292.0,2.0,2.0,0.015873015873015872,0.005291005291005291
1924,Early,HAI,Haiti,0,8,2,9,292.0,0.0,1.0,0.0,0.0026455026455026454
1924,Early,JPN,Japan,0,19,4,21,292.0,0.0,1.0,0.0,0.0026455026455026454
1924,Early,NZL,New Zealand,0,4,3,6,292.0,0.0,1.0,0.0,0.0026455026455026454
1924,Early,POR,Portugal,0,28,8,16,292.0,0.0,1.0,0.0,0.0026455026455026454
1924,Early,ROU,Romania,0,35,4,7,292.0,0.0,1.0,0.0,0.0026455026455026454
1924,Early,URU,Uruguay,0,26,4,11,292.0,1.0,1.0,0.007936507936507936,0.0026455026455026454
1924,Early,BRA,Brazil,0,12,4,15,292.0,0.0,0.0,0.0,0.0
1924,Early,BUL,Bulgaria,0,24,4,12,292.0,0.0,0.0,0.0,0.0
1924,Early,CHI,Chile,0,13,5,12,292.0,0.0,0.0,0.0,0.0
1924,Early,CUB,Cuba,0,9,2,3,292.0,0.0,0.0,0.0,0.0
1924,Early,ECU,Ecuador,0,3,1,4,292.0,0.0,0.0,0.0,0.0
1924,Early,EGY,Egypt,0,24,9,12,292.0,0.0,0.0,0.0,0.0
1924,Early,ESP,Spain,0,95,15,44,292.0,0.0,0.0,0.0,0.0
1924,Early,GRE,Greece,0,39,9,37,292.0,0.0,0.0,0.0,0.0
1924,Early,IND,India,0,13,2,13,292.0,0.0,0.0,0.0,0.0
1924,Early,IRL,Ireland,0,48,6,29,292.0,0.0,0.0,0.0,0.0
1924,Early,LAT,Latvia,0,36,6,23,292.0,0.0,0.0,0.0,0.0
1924,Early,LTU,Lithuania,0,13,2,2,292.0,0.0,0.0,0.0,0.0
1924,Early,LUX,Luxembourg,0,48,10,35,292.0,0.0,0.0,0.0,0.0
1924,Early,MEX,Mexico,0,15,3,15,292.0,0.0,0.0,0.0,0.0
1924,Early,MON,Monaco,0,7,4,6,292.0,0.0,0.0,0.0,0.0
1924,Early,PHI,Philippines,0,1,1,2,292.0,0.0,0.0,0.0,0.0
1924,Early,RUS,Russia,0,3,1,2,292.0,0.0,0.0,0.0,0.0
1924,Early,TUR,Turkey,0,22,5,11,292.0,0.0,0.0,0.0,0.0
1928,Early,USA,United States,0,277,15,96,252.0,22.0,56.0,0.2,0.1712538226299694
1928,Early,GER,Germany,0,293,16,95,252.0,10.0,31.0,0.09090909090909091,0.09480122324159021
1928,Early,FIN,Finland,0,69,11,48,252.0,8.0,25.0,0.07272727272727272,0.0764525993883792
1928,Early,SWE,Sweden,0,100,11,66,252.0,7.0,25.0,0.06363636363636363,0.0764525993883792
1928,Early,FRA,France,0,255,17,112,252.0,6.0,21.0,0.05454545454545454,0.06422018348623854
1928,Early,GBR,Great Britain,0,231,14,84,252.0,3.0,20.0,0.02727272727272727,0.06116207951070336
1928,Early,ITA,Italy,0,174,15,81,252.0,7.0,19.0,0.06363636363636363,0.0581039755351682
1928,Early,NED,Netherlands,1,266,17,103,252.0,6.0,19.0,0.05454545454545454,0.0581039755351682
1928,Early,CAN,Canada,0,69,8,49,252.0,4.0,15.0,0.03636363636363636,0.045871559633027525
1928,Early,SUI,Switzerland,0,133,15,70,252.0,7.0,15.0,0.06363636363636363,0.045871559633027525
1928,Early,HUN,Hungary,0,109,12,63,252.0,4.0,9.0,0.03636363636363636,0.027522935779816515
1928,Early,TCH,Czechoslovakia,0,69,14,51,252.0,2.0,9.0,0.01818181818181818,0.027522935779816515
1928,Early,ARG,Argentina,0,81,12,40,252.0,3.0,7.0,0.02727272727272727,0.021406727828746176
1928,Early,DEN,Denmark,0,91,14,55,252.0,3.0,6.0,0.02727272727272727,0.01834862385321101
1928,Early,EST,Estonia,0,20,5,19,252.0,2.0,5.0,0.01818181818181818,0.01529051987767584
1928,Early,JPN,Japan,0,40,7,31,252.0,2.0,5.0,0.01818181818181818,0.01529051987767584
1928,Early,POL,Poland,0,93,11,44,252.0,1.0,5.0,0.00909090909090909,0.01529051987767584
1928,Early,YUG,Yugoslavia,0,34,6,21,252.0,1.0,5.0,0.00909090909090909,0.01529051987767584
1928,Early,AUS,Australia,0,18,6,26,252.0,1.0,4.0,0.00909090909090909,0.012232415902140673
1928,Early,EGY,Egypt,0,32,5,14,252.0,2.0,4.0,0.01818181818181818,0.012232415902140673
1928,Early,NOR,Norway,0,52,9,42,252.0,1.0,4.0,0.00909090909090909,0.012232415902140673
1928,Early,AUT,Austria,0,73,13,39,252.0,2.0,3.0,0.01818181818181818,0.009174311926605505
1928,Early,BEL,Belgium,0,187,15,90,252.0,0.0,3.0,0.0,0.009174311926605505
1928,Early,RSA,South Africa,0,24,7,25,252.0,1.0,3.0,0.00909090909090909,0.009174311926605505
1928,Early,CHI,Chile,0,38,6,22,252.0,0.0,1.0,0.0,0.0030581039755351682
1928,Early,ESP,Spain,0,80,10,34,252.0,1.0,1.0,0.00909090909090909,0.0030581039755351682
1928,Early,HAI,Haiti,0,2,1,3,252.0,0.0,1.0,0.0,0.0030581039755351682
1928,Early,IND,India,0,21,2,10,252.0,1.0,1.0,0.00909090909090909,0.0030581039755351682
1928,Early,IRL,Ireland,0,38,6,27,252.0,1.0,1.0,0.00909090909090909,0.0030581039755351682
1928,Early,NZL,New Zealand,0,9,3,12,252.0,1.0,1.0,0.00909090909090909,0.0030581039755351682
1928,Early,PHI,Philippines,0,4,2,6,252.0,0.0,1.0,0.0,0.0030581039755351682
1928,Early,POR,Portugal,0,31,8,14,252.0,0.0,1.0,0.0,0.0030581039755351682
1928,Early,URU,Uruguay,0,17,1,1,252.0,1.0,1.0,0.00909090909090909,0.0030581039755351682
1928,Early,BUL,Bulgaria,0,5,2,5,252.0,0.0,0.0,0.0,0.0
1928,Early,CUB,Cuba,0,1,1,1,252.0,0.0,0.0,0.0,0.0
1928,Early,GRE,Greece,0,23,4,26,252.0,0.0,0.0,0.0,0.0
1928,Early,LAT,Latvia,0,17,6,14,252.0,0.0,0.0,0.0,0.0
1928,Early,LTU,Lithuania,0,12,4,10,252.0,0.0,0.0,0.0,0.0
1928,Early,LUX,Luxembourg,0,48,10,31,252.0,0.0,0.0,0.0,0.0
1928,Early,MEX,Mexico,0,30,6,18,252.0,0.0,0.0,0.0,0.0
1928,Early,MLT,Malta,0,9,1,1,252.0,0.0,0.0,0.0,0.0
1928,Early,MON,Monaco,0,10,4,8,252.0,0.0,0.0,0.0,0.0
1928,Early,PAN,Panama,0,1,1,2,252.0,0.0,0.0,0.0,0.0
1928,Early,ROU,Romania,0,21,2,16,252.0,0.0,0.0,0.0,0.0
1928,Early,TUR,Turkey,0,31,6,17,252.0,0.0,0.0,0.0,0.0
1928,Early,ZIM,Zimbabwe,0,2,1,2,252.0,0.0,0.0,0.0,0.0
1932,Early,USA,United States,1,463,17,122,268.0,44.0,110.0,0.352,0.2972972972972973
1932,Early,ITA,Italy,0,112,13,61,268.0,12.0,36.0,0.096,0.0972972972972973
1932,Early,FIN,Finland,0,40,5,36,268.0,5.0,25.0,0.04,0.06756756756756757
1932,Early,GER,Germany,0,145,15,67,268.0,5.0,24.0,0.04,0.06486486486486487
1932,Early,SWE,Sweden,0,81,12,51,268.0,10.0,24.0,0.08,0.06486486486486487
1932,Early,FRA,France,0,103,13,57,268.0,11.0,20.0,0.088,0.05405405405405406
1932,Early,JPN,Japan,0,157,11,66,268.0,7.0,18.0,0.056,0.04864864864864865
1932,Early,GBR,Great Britain,0,107,10,50,268.0,5.0,17.0,0.04,0.04594594594594595
1932,Early,CAN,Canada,0,102,10,69,268.0,2.0,16.0,0.016,0.043243243243243246
1932,Early,HUN,Hungary,0,58,11,39,268.0,6.0,16.0,0.048,0.043243243243243246
1932,Early,POL,Poland,0,51,4,21,268.0,3.0,9.0,0.024,0.024324324324324326
1932,Early,DEN,Denmark,0,43,9,34,268.0,0.0,8.0,0.0,0.021621621621621623
1932,Early,NED,Netherlands,0,46,9,29,268.0,2.0,8.0,0.016,0.021621621621621623
1932,Early,TCH,Czechoslovakia,0,25,4,15,268.0,1.0,6.0,0.008,0.016216216216216217
1932,Early,AUS,Australia,0,13,6,17,268.0,3.0,5.0,0.024,0.013513513513513514
1932,Early,AUT,Austria,0,19,7,14,268.0,1.0,5.0,0.008,0.013513513513513514
1932,Early,RSA,South Africa,0,12,4,18,268.0,2.0,5.0,0.016,0.013513513513513514
1932,Early,ARG,Argentina,0,33,7,30,268.0,3.0,4.0,0.024,0.010810810810810811
1932,Early,PHI,Philippines,0,8,3,7,268.0,0.0,3.0,0.0,0.008108108108108109
1932,Early,IRL,Ireland,0,16,3,10,268.0,2.0,2.0,0.016,0.005405405405405406
1932,Early,MEX,Mexico,0,72,12,52,268.0,0.0,2.0,0.0,0.005405405405405406
1932,Early,BEL,Belgium,0,36,2,10,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,ESP,Spain,0,7,3,4,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,IND,India,0,19,3,8,268.0,1.0,1.0,0.008,0.002702702702702703
1932,Early,LAT,Latvia,0,5,2,4,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,NZL,New Zealand,0,21,4,15,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,SUI,Switzerland,0,7,4,9,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,URU,Uruguay,0,2,2,2,268.0,0.0,1.0,0.0,0.002702702702702703
1932,Early,BRA,Brazil,0,59,5,28,268.0,0.0,0.0,0.0,0.0
1932,Early,BUL,Bulgaria,0,2,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,CHN,China,0,1,1,2,268.0,0.0,0.0,0.0,0.0
1932,Early,COL,Colombia,0,2,2,2,268.0,0.0,0.0,0.0,0.0
1932,Early,CUB,Cuba,0,3,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,ESA,El Salvador,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,EST,Estonia,0,2,2,3,268.0,0.0,0.0,0.0,0.0
1932,Early,GRE,Greece,0,10,3,12,268.0,0.0,0.0,0.0,0.0
1932,Early,GUA,Guatemala,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,HAI,Haiti,0,3,2,3,268.0,0.0,0.0,0.0,0.0
1932,Early,LUX,Luxembourg,0,3,1,3,268.0,0.0,0.0,0.0,0.0
1932,Early,MON,Monaco,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,NOR,Norway,0,7,4,8,268.0,0.0,0.0,0.0,0.0
1932,Early,PER,Peru,0,2,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,POR,Portugal,0,6,3,4,268.0,0.0,0.0,0.0,0.0
1932,Early,ROU,Romania,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,TUR,Turkey,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,VEN,Venezuela,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1932,Early,YUG,Yugoslavia,0,1,1,1,268.0,0.0,0.0,0.0,0.0
1936,Early,GER,Germany,1,433,22,143,302.0,38.0,101.0,0.2695035460992908,0.23933649289099526
1936,Early,USA,United States,0,352,21,127,302.0,24.0,57.0,0.1702127659574468,0.13507109004739337
1936,Early,ITA,Italy,0,244,17,99,302.0,9.0,27.0,0.06382978723404255,0.06398104265402843
1936,Early,SWE,Sweden,0,169,17,84,302.0,6.0,21.0,0.0425531914893617,0.04976303317535545
1936,Early,FIN,Finland,0,108,14,70,302.0,8.0,20.0,0.05673758865248227,0.04739336492890995
1936,Early,JPN,Japan,0,220,14,79,302.0,6.0,20.0,0.0425531914893617,0.04739336492890995
1936,Early,FRA,France,0,201,18,100,302.0,7.0,19.0,0.04964539007092199,0.045023696682464455
1936,Early,SUI,Switzerland,0,190,21,102,302.0,4.0,18.0,0.028368794326241134,0.04265402843601896
1936,Early,AUT,Austria,0,234,19,105,302.0,5.0,17.0,0.03546099290780142,0.04028436018957346
