Year,Era,NOC,Country_Name,Is_Host,Athlete_Count,Sports_Participated_Count,Events_Participated_Count,Global_Total_Events,Gold,Total_Medals,Gold_Share,Medal_Share
1992,Maturity,PRK,North Korea,0,64,12,53,573.0,4.0,9.0,0.015384615384615385,0.011042944785276074
1992,Maturity,KEN,Kenya,0,49,5,29,573.0,2.0,8.0,0.007692307692307693,0.0098159509202454
1992,Maturity,NOR,Norway,0,83,17,64,573.0,2.0,7.0,0.007692307692307693,0.008588957055214725
1992,Maturity,TCH,Czechoslovakia,0,208,25,121,573.0,4.0,7.0,0.015384615384615385,0.008588957055214725
1992,Maturity,DEN,Denmark,0,109,14,67,573.0,1.0,6.0,0.0038461538461538464,0.007361963190184049
1992,Maturity,TUR,Turkey,0,41,10,43,573.0,2.0,6.0,0.007692307692307693,0.007361963190184049
1992,Maturity,FIN,Finland,0,87,16,85,573.0,1.0,5.0,0.0038461538461538464,0.006134969325153374
1992,Maturity,INA,Indonesia,0,42,10,31,573.0,2.0,5.0,0.007692307692307693,0.006134969325153374
1992,Maturity,JAM,Jamaica,0,36,5,23,573.0,0.0,4.0,0.0,0.0049079754601227
1992,Maturity,NGR,Nigeria,0,55,8,34,573.0,0.0,4.0,0.0,0.0049079754601227
1992,Maturity,BEL,Belgium,0,68,18,70,573.0,0.0,3.0,0.0,0.0036809815950920245
1992,Maturity,BRA,Brazil,0,181,23,107,573.0,2.0,3.0,0.007692307692307693,0.0036809815950920245
1992,Maturity,CRO,Croatia,0,39,11,23,573.0,0.0,3.0,0.0,0.0036809815950920245
1992,Maturity,ETH,Ethiopia,0,20,2,11,573.0,1.0,3.0,0.0038461538461538464,0.0036809815950920245
1992,Maturity,IRI,Iran,0,36,6,36,573.0,0.0,3.0,0.0,0.0036809815950920245
1992,Maturity,LAT,Latvia,0,34,13,31,573.0,0.0,3.0,0.0,0.0036809815950920245
1992,Maturity,MAR,Morocco,0,44,7,24,573.0,1.0,3.0,0.0038461538461538464,0.0036809815950920245
1992,Maturity,ALG,Algeria,0,35,7,27,573.0,1.0,2.0,0.0038461538461538464,0.00245398773006135
1992,Maturity,AUT,Austria,0,102,17,68,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,EST,Estonia,0,37,13,35,573.0,1.0,2.0,0.0038461538461538464,0.00245398773006135
1992,Maturity,GRE,Greece,0,70,17,53,573.0,2.0,2.0,0.007692307692307693,0.00245398773006135
1992,Maturity,IRL,Ireland,0,58,12,47,573.0,1.0,2.0,0.0038461538461538464,0.00245398773006135
1992,Maturity,ISR,Israel,0,30,10,42,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,LTU,Lithuania,0,47,11,31,573.0,1.0,2.0,0.0038461538461538464,0.00245398773006135
1992,Maturity,MGL,Mongolia,0,33,8,31,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,NAM,Namibia,0,6,3,9,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,RSA,South Africa,0,93,19,87,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,SLO,Slovenia,0,35,12,34,573.0,0.0,2.0,0.0,0.00245398773006135
1992,Maturity,ARG,Argentina,0,84,17,68,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,BAH,Bahamas,0,14,4,13,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,COL,Colombia,0,49,11,31,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,GHA,Ghana,0,34,4,13,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,MAS,Malaysia,0,26,6,11,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,MEX,Mexico,0,102,18,71,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,PAK,Pakistan,0,27,5,12,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,PER,Peru,0,16,9,18,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,PHI,Philippines,0,26,9,29,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,PUR,Puerto Rico,0,69,12,57,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,QAT,Qatar,0,28,2,11,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,SUI,Switzerland,0,102,17,80,573.0,1.0,1.0,0.0038461538461538464,0.001226993865030675
1992,Maturity,SUR,Suriname,0,6,3,7,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,THA,Thailand,0,46,9,47,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,TPE,Chinese Taipei,0,31,7,15,573.0,0.0,1.0,0.0,0.001226993865030675
1992,Maturity,AHO,Netherlands Antilles,0,4,3,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ALB,Albania,0,7,4,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,AND,Andorra,0,8,5,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ANG,Angola,0,28,6,21,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ANT,Antigua and Barbuda,0,13,3,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ARU,Aruba,0,5,3,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ASA,American Samoa,0,3,2,3,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BAN,Bangladesh,0,6,3,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BAR,Barbados,0,17,5,17,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BEN,Benin,0,6,2,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BER,Bermuda,0,20,4,20,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BHU,Bhutan,0,6,1,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BIH,Bosnia and Herzegovina,0,10,6,13,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BIZ,Belize,0,10,2,10,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BOL,Bolivia,0,13,6,18,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BOT,Botswana,0,6,2,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BRN,Bahrain,0,10,2,10,573.0,0.0,0.0,0.0,0.0
1992,Maturity,BUR,Burkina Faso,0,4,2,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CAF,Central African Republic,0,15,3,16,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CAY,Cayman Islands,0,10,3,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CGO,Congo (Brazzaville),0,7,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CHA,Chad,0,6,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CHI,Chile,0,12,7,12,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CIV,Cote d'Ivoire,0,13,3,11,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CMR,Cameroon,0,8,2,9,573.0,0.0,0.0,0.0,0.0
1992,Maturity,COD,Congo (Kinshasa),0,17,4,14,573.0,0.0,0.0,0.0,0.0
1992,Maturity,COK,Cook Islands,0,2,2,2,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CRC,Costa Rica,0,16,6,18,573.0,0.0,0.0,0.0,0.0
1992,Maturity,CYP,Cyprus,0,17,8,17,573.0,0.0,0.0,0.0,0.0
1992,Maturity,DJI,Djibouti,0,8,3,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,DOM,Dominican Republic,0,32,5,13,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ECU,Ecuador,0,13,6,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,EGY,Egypt,0,74,13,32,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ESA,El Salvador,0,4,3,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,FIJ,Fiji,0,18,4,32,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GAB,Gabon,0,5,3,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GAM,Gambia,0,5,1,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GEQ,Equatorial Guinea,0,7,1,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GRN,Grenada,0,4,1,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GUA,Guatemala,0,14,7,27,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GUI,Guinea,0,8,2,11,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GUM,Guam,0,22,8,27,573.0,0.0,0.0,0.0,0.0
1992,Maturity,GUY,Guyana,0,6,3,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,HAI,Haiti,0,7,2,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,HKG,Hong Kong,0,37,11,39,573.0,0.0,0.0,0.0,0.0
1992,Maturity,HON,Honduras,0,10,4,25,573.0,0.0,0.0,0.0,0.0
1992,Maturity,IND,India,0,52,12,36,573.0,0.0,0.0,0.0,0.0
1992,Maturity,IOA,Individual Olympic Athletes,0,58,13,54,573.0,0.0,0.0,0.0,0.0
1992,Maturity,IRQ,Iraq,0,8,3,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ISL,Iceland,0,27,6,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ISV,United States Virgin Islands,0,25,7,29,573.0,0.0,0.0,0.0,0.0
1992,Maturity,IVB,British Virgin Islands,0,4,2,2,573.0,0.0,0.0,0.0,0.0
1992,Maturity,JOR,Jordan,0,4,3,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,KSA,Saudi Arabia,0,9,5,13,573.0,0.0,0.0,0.0,0.0
1992,Maturity,KUW,Kuwait,0,32,7,18,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LAO,Laos,0,6,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LBA,Libya,0,5,4,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LES,Lesotho,0,6,1,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LIB,Lebanon,0,12,7,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LIE,Liechtenstein,0,7,4,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,LUX,Luxembourg,0,6,4,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MAD,Madagascar,0,13,6,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MAW,Malawi,0,4,1,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MDV,Maldives,0,7,2,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MLI,Mali,0,5,2,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MLT,Malta,0,6,4,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MON,Monaco,0,2,2,4,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MOZ,Mozambique,0,6,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MRI,Mauritius,0,13,4,17,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MTN,Mauritania,0,6,1,6,573.0,0.0,0.0,0.0,0.0
1992,Maturity,MYA,Myanmar,0,4,2,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,NCA,Nicaragua,0,8,6,9,573.0,0.0,0.0,0.0,0.0
1992,Maturity,NEP,Nepal,0,2,2,2,573.0,0.0,0.0,0.0,0.0
1992,Maturity,NIG,Niger,0,3,1,3,573.0,0.0,0.0,0.0,0.0
1992,Maturity,OMA,Oman,0,5,2,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,PAN,Panama,0,5,4,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,PAR,Paraguay,0,27,6,12,573.0,0.0,0.0,0.0,0.0
1992,Maturity,PNG,Papua New Guinea,0,13,4,16,573.0,0.0,0.0,0.0,0.0
1992,Maturity,POR,Portugal,0,90,14,71,573.0,0.0,0.0,0.0,0.0
1992,Maturity,RWA,Rwanda,0,10,2,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SAM,Samoa,0,5,2,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SEN,Senegal,0,20,4,20,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SEY,Seychelles,0,11,4,18,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SGP,Singapore,0,14,6,26,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SLE,Sierra Leone,0,11,1,12,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SMR,San Marino,0,17,7,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SOL,Solomon Islands,0,1,1,1,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SRI,Sri Lanka,0,11,5,16,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SUD,Sudan,0,6,3,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SWZ,Swaziland,0,6,2,10,573.0,0.0,0.0,0.0,0.0
1992,Maturity,SYR,Syria,0,8,4,9,573.0,0.0,0.0,0.0,0.0
1992,Maturity,TAN,Tanzania,0,9,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,TGA,Tonga,0,5,2,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,TOG,Togo,0,6,2,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,TTO,Trinidad and Tobago,0,7,2,7,573.0,0.0,0.0,0.0,0.0
1992,Maturity,TUN,Tunisia,0,13,7,13,573.0,0.0,0.0,0.0,0.0
1992,Maturity,UAE,United Arab Emirates,0,13,3,19,573.0,0.0,0.0,0.0,0.0
1992,Maturity,UGA,Uganda,0,8,3,9,573.0,0.0,0.0,0.0,0.0
1992,Maturity,URU,Uruguay,0,16,11,15,573.0,0.0,0.0,0.0,0.0
1992,Maturity,VAN,Vanuatu,0,6,1,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,VEN,Venezuela,0,26,8,16,573.0,0.0,0.0,0.0,0.0
1992,Maturity,VIE,Vietnam,0,7,3,10,573.0,0.0,0.0,0.0,0.0
1992,Maturity,VIN,Saint Vincent and the Grenadines,0,6,1,5,573.0,0.0,0.0,0.0,0.0
1992,Maturity,YEM,Yemen,0,8,2,8,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ZAM,Zambia,0,9,3,11,573.0,0.0,0.0,0.0,0.0
1992,Maturity,ZIM,Zimbabwe,0,19,6,22,573.0,0.0,0.0,0.0,0.0
1996,Maturity,USA,United States,1,647,31,263,604.0,44.0,101.0,0.16236162361623616,0.11995249406175772
1996,Maturity,GER,Germany,0,464,26,234,604.0,20.0,65.0,0.07380073800738007,0.07719714964370546
1996,Maturity,RUS,Russia,0,389,25,212,604.0,26.0,63.0,0.0959409594095941,0.07482185273159145
1996,Maturity,CHN,China,0,289,25,155,604.0,16.0,50.0,0.05904059040590406,0.05938242280285035
1996,Maturity,AUS,Australia,0,417,26,211,604.0,9.0,41.0,0.033210332103321034,0.048693586698337295
1996,Maturity,FRA,France,0,299,25,183,604.0,15.0,37.0,0.055350553505535055,0.043942992874109264
1996,Maturity,ITA,Italy,0,340,27,172,604.0,13.0,35.0,0.04797047970479705,0.04156769596199525
1996,Maturity,KOR,South Korea,0,299,25,160,604.0,7.0,27.0,0.025830258302583026,0.032066508313539195
1996,Maturity,CUB,Cuba,0,164,15,84,604.0,9.0,25.0,0.033210332103321034,0.029691211401425176
1996,Maturity,UKR,Ukraine,0,231,21,148,604.0,9.0,23.0,0.033210332103321034,0.027315914489311165
1996,Maturity,CAN,Canada,0,303,25,189,604.0,3.0,22.0,0.01107011070110701,0.026128266033254157
1996,Maturity,HUN,Hungary,0,212,24,145,604.0,7.0,21.0,0.025830258302583026,0.02494061757719715
1996,Maturity,ROU,Romania,0,165,18,122,604.0,4.0,20.0,0.014760147601476014,0.023752969121140142
1996,Maturity,NED,Netherlands,0,238,19,94,604.0,4.0,19.0,0.014760147601476014,0.022565320665083134
1996,Maturity,ESP,Spain,0,284,22,157,604.0,5.0,17.0,0.01845018450184502,0.020190023752969122
1996,Maturity,POL,Poland,0,165,20,126,604.0,7.0,17.0,0.025830258302583026,0.020190023752969122
1996,Maturity,BLR,Belarus,0,157,19,115,604.0,1.0,15.0,0.0036900369003690036,0.017814726840855107
1996,Maturity,BRA,Brazil,0,220,18,93,604.0,3.0,15.0,0.01107011070110701,0.017814726840855107
1996,Maturity,BUL,Bulgaria,0,108,17,89,604.0,3.0,15.0,0.01107011070110701,0.017814726840855107
1996,Maturity,GBR,Great Britain,0,300,22,175,604.0,1.0,15.0,0.0036900369003690036,0.017814726840855107
1996,Maturity,JPN,Japan,0,306,27,168,604.0,3.0,14.0,0.01107011070110701,0.0166270783847981
1996,Maturity,CZE,Czech Republic,0,115,17,110,604.0,4.0,11.0,0.014760147601476014,0.013064133016627079
1996,Maturity,KAZ,Kazakhstan,0,96,14,99,604.0,3.0,11.0,0.01107011070110701,0.013064133016627079
1996,Maturity,GRE,Greece,0,121,18,94,604.0,4.0,8.0,0.014760147601476014,0.009501187648456057
1996,Maturity,KEN,Kenya,0,52,5,27,604.0,1.0,8.0,0.0036900369003690036,0.009501187648456057
1996,Maturity,SWE,Sweden,0,177,22,109,604.0,2.0,8.0,0.007380073800738007,0.009501187648456057
1996,Maturity,NOR,Norway,0,97,16,65,604.0,2.0,7.0,0.007380073800738007,0.00831353919239905
1996,Maturity,SUI,Switzerland,0,115,17,83,604.0,4.0,7.0,0.014760147601476014,0.00831353919239905
1996,Maturity,BEL,Belgium,0,61,14,55,604.0,2.0,6.0,0.007380073800738007,0.007125890736342043
1996,Maturity,DEN,Denmark,0,119,14,66,604.0,4.0,6.0,0.014760147601476014,0.007125890736342043
1996,Maturity,JAM,Jamaica,0,46,5,29,604.0,1.0,6.0,0.0036900369003690036,0.007125890736342043
1996,Maturity,NGR,Nigeria,0,65,9,38,604.0,2.0,6.0,0.007380073800738007,0.007125890736342043
1996,Maturity,NZL,New Zealand,0,95,15,81,604.0,3.0,6.0,0.01107011070110701,0.007125890736342043
1996,Maturity,TUR,Turkey,0,53,9,55,604.0,4.0,6.0,0.014760147601476014,0.007125890736342043
1996,Maturity,PRK,North Korea,0,24,9,25,604.0,2.0,5.0,0.007380073800738007,0.0059382422802850355
1996,Maturity,RSA,South Africa,0,84,14,62,604.0,3.0,5.0,0.01107011070110701,0.0059382422802850355
1996,Maturity,FIN,Finland,0,76,15,74,604.0,1.0,4.0,0.0036900369003690036,0.004750593824228029
1996,Maturity,INA,Indonesia,0,40,11,23,604.0,1.0,4.0,0.0036900369003690036,0.004750593824228029
1996,Maturity,IRL,Ireland,0,78,13,70,604.0,3.0,4.0,0.01107011070110701,0.004750593824228029
1996,Maturity,ALG,Algeria,0,45,9,29,604.0,2.0,3.0,0.007380073800738007,0.0035629453681710215
1996,Maturity,ARG,Argentina,0,179,20,102,604.0,0.0,3.0,0.0,0.0035629453681710215
1996,Maturity,AUT,Austria,0,72,15,53,604.0,0.0,3.0,0.0,0.0035629453681710215
1996,Maturity,ETH,Ethiopia,0,18,2,10,604.0,2.0,3.0,0.007380073800738007,0.0035629453681710215
1996,Maturity,IRI,Iran,0,18,6,18,604.0,1.0,3.0,0.0036900369003690036,0.0035629453681710215
1996,Maturity,SVK,Slovakia,0,71,14,69,604.0,1.0,3.0,0.0036900369003690036,0.0035629453681710215
1996,Maturity,ARM,Armenia,0,32,11,36,604.0,1.0,2.0,0.0036900369003690036,0.0023752969121140144
1996,Maturity,CRO,Croatia,0,84,14,57,604.0,1.0,2.0,0.0036900369003690036,0.0023752969121140144
1996,Maturity,GEO,Georgia,0,34,13,39,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,MAR,Morocco,0,34,7,28,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,MAS,Malaysia,0,35,8,21,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,MDA,Moldova,0,40,10,41,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,NAM,Namibia,0,8,4,10,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,POR,Portugal,0,106,18,79,604.0,1.0,2.0,0.0036900369003690036,0.0023752969121140144
1996,Maturity,SLO,Slovenia,0,37,8,34,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,THA,Thailand,0,37,10,42,604.0,1.0,2.0,0.0036900369003690036,0.0023752969121140144
1996,Maturity,TTO,Trinidad and Tobago,0,12,6,14,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,UZB,Uzbekistan,0,71,12,70,604.0,0.0,2.0,0.0,0.0023752969121140144
1996,Maturity,AZE,Azerbaijan,0,23,9,23,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,BAH,Bahamas,0,26,4,17,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,BDI,Burundi,0,7,1,6,604.0,1.0,1.0,0.0036900369003690036,0.0011876484560570072
1996,Maturity,CRC,Costa Rica,0,11,6,13,604.0,1.0,1.0,0.0036900369003690036,0.0011876484560570072
1996,Maturity,ECU,Ecuador,0,19,7,18,604.0,1.0,1.0,0.0036900369003690036,0.0011876484560570072
1996,Maturity,HKG,Hong Kong,0,22,10,25,604.0,1.0,1.0,0.0036900369003690036,0.0011876484560570072
1996,Maturity,IND,India,0,49,13,31,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,ISR,Israel,0,25,10,26,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,LAT,Latvia,0,47,12,47,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,LTU,Lithuania,0,61,14,49,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,MEX,Mexico,0,97,19,57,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,MGL,Mongolia,0,16,7,16,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,MOZ,Mozambique,0,3,3,3,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,PHI,Philippines,0,12,6,18,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,PUR,Puerto Rico,0,69,16,60,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,SYR,Syria,0,7,5,8,604.0,1.0,1.0,0.0036900369003690036,0.0011876484560570072
1996,Maturity,TGA,Tonga,0,5,3,5,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,TPE,Chinese Taipei,0,74,14,63,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,TUN,Tunisia,0,51,9,24,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,UGA,Uganda,0,10,4,9,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,ZAM,Zambia,0,8,2,8,604.0,0.0,1.0,0.0,0.0011876484560570072
1996,Maturity,AFG,Afghanistan,0,2,1,2,604.0,0.0,0.0,0.0,0.0
1996,Maturity,AHO,Netherlands Antilles,0,6,5,7,604.0,0.0,0.0,0.0,0.0
1996,Maturity,ALB,Albania,0,7,5,7,604.0,0.0,0.0,0.0,0.0
1996,Maturity,AND,Andorra,0,8,5,7,604.0,0.0,0.0,0.0,0.0
1996,Maturity,ANG,Angola,0,28,5,8,604.0,0.0,0.0,0.0,0.0
1996,Maturity,ANT,Antigua and Barbuda,0,13,4,9,604.0,0.0,0.0,0.0,0.0
1996,Maturity,ARU,Aruba,0,3,3,3,604.0,0.0,0.0,0.0,0.0
1996,Maturity,ASA,American Samoa,0,7,5,6,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BAN,Bangladesh,0,4,3,4,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BAR,Barbados,0,13,7,21,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BEN,Benin,0,5,1,4,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BER,Bermuda,0,9,4,9,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BHU,Bhutan,0,2,1,2,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BIH,Bosnia and Herzegovina,0,9,7,12,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BIZ,Belize,0,5,2,5,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BOL,Bolivia,0,8,5,9,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BOT,Botswana,0,7,2,4,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BRN,Bahrain,0,5,2,3,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BRU,Brunei,0,1,1,1,604.0,0.0,0.0,0.0,0.0
1996,Maturity,BUR,Burkina Faso,0,5,2,5,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CAF,Central African Republic,0,5,1,5,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CAM,Cambodia,0,5,3,5,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CAY,Cayman Islands,0,9,3,7,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CGO,Congo (Brazzaville),0,5,3,5,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CHA,Chad,0,4,1,4,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CHI,Chile,0,21,10,18,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CIV,Cote d'Ivoire,0,11,4,8,604.0,0.0,0.0,0.0,0.0
1996,Maturity,CMR,Cameroon,0,15,5,13,604.0,0.0,0.0,0.0,0.0
